free_text,label_id
Có gì cứ liên hệ tớ qua 0881551262 nha bạn,0
"Vay vốn nhanh không thế chấp, alo 0982287204",3
"Kiếm tiền triệu mỗi ngày, click https://shope.ee/vrf7ci9g",3
"Bán số lô số đề chuẩn 100%, add zalo 0796152752",3
Nhận làm chứng chỉ ngoại ngữ giá rẻ 0344645272,3
"Bạn trúng thưởng 1 xe SH, xác thực tại https://gg.gg/bxcm7xyk",3
"Kiếm tiền triệu mỗi ngày, click https://zalo.me/twf3j1l9",3
Link tài liệu học tập đây nhé mn: https://bit.ly/lw3rv9ch,0
"Số của mình là 0917326971, có gì alo nha",0
Link đăng ký sự kiện cho ai cần: https://gg.gg/mld2mmsx,0
"Bán số lô số đề chuẩn 100%, add zalo 0351426434",3
"Game nổ hũ cực lớn, click https://zalo.me/e013yzxs nhận code",3
Bạn ơi gọi mình số 0913127475 để chốt lịch nhé,0
Link đăng ký sự kiện cho ai cần: https://shope.ee/fdllg447,0
Nhận ngay 500k tiền thưởng tại https://zalo.me/bvh2ffih,3
Đây là link driver ảnh hôm qua nhé: https://gg.gg/8okvrriu,0
Bạn ơi gọi mình số 0779871070 để chốt lịch nhé,0
Bạn ơi gọi mình số 0889293583 để chốt lịch nhé,0
"Bạn trúng thưởng 1 xe SH, xác thực tại https://t.me/ykeo7n5q",3
Gửi mình thông tin qua https://gg.gg/a63ynpdp nhé,0
"Cần tiền gọi ngay 0883192157, hỗ trợ nợ xấu",3
"Dịch vụ thám tử tư bảo mật, hotline 0981432647",3
Nhận quà tri ân từ Shopee tại https://gg.gg/bn7b8qf1,3
"Cần thuê phòng gấp, alo mình 0771875685",0
Nhận quà tri ân từ Shopee tại https://t.me/mqbcqo0r,3
Gọi mình số 0901561925 để lấy mã xác nhận đơn hàng,0
Nhận quà tri ân từ Shopee tại https://bit.ly/diutuxic,3
"Mình cần đặt lịch khám, sđt 0982174078",0
"Mình cần đặt lịch khám, sđt 0779648786",0
Gọi mình số 0914931395 để lấy mã xác nhận đơn hàng,0
Nhận làm chứng chỉ ngoại ngữ giá rẻ 0354415023,3
Nhận ngay 500k tiền thưởng tại https://bit.ly/htagxdp0,3
"Mình cần đặt lịch khám, sđt 0792269782",0
"Việc nhẹ lương cao tại nhà, liên hệ ngay 0919101960",3
"Ai cần tư vấn cứ gọi 0354021519, mình rảnh lúc 5h",0
"Hack vàng, hack kim cương cực uy tín tại https://zalo.me/pbl30qvt",3
"Bán bằng lái xe, hồ sơ gốc liên hệ 0359603491",3
"Ai cần tư vấn cứ gọi 0791891884, mình rảnh lúc 5h",0
"Check đơn giúp mình, sđt mình 0908127540",0
"Kiếm tiền triệu mỗi ngày, click https://tinyurl.com/6evkhtau",3
"Ai cần tư vấn cứ gọi 0907545608, mình rảnh lúc 5h",0
"Dịch vụ thám tử tư bảo mật, hotline 0356263841",3
Nhận quà tri ân từ Shopee tại https://t.me/ktreeuh2,3
"Tài khoản bị khóa, vào https://bit.ly/wjasinx9 để mở",3
Mọi người xem menu quán ở đây nha: https://zalo.me/xw6i7dbp,0
"Thu mua sim số đẹp giá cao, liên hệ 0387225229",3
"Hỗ trợ mình qua số 0336404481 với, app bị lỗi",0
Link tài liệu học tập đây nhé mn: https://gg.gg/k5f6ou29,0
"Cơ hội làm giàu không khó, truy cập https://shope.ee/tbjk7rsq",3
"Ai cần tư vấn cứ gọi 0812481392, mình rảnh lúc 5h",0
"Bên mình cung cấp phôi bằng các loại, alo 0912839502",3
"Mình cần đặt lịch khám, sđt 0793626086",0
"Ai cần tư vấn cứ gọi 0902477970, mình rảnh lúc 5h",0
"Check đơn giúp mình, sđt mình 0332164825",0
"Cần thuê phòng gấp, alo mình 0797456757",0
"Check đơn giúp mình, sđt mình 0917866802",0
"Bạn trúng thưởng 1 xe SH, xác thực tại https://tinyurl.com/jx5115o2",3
"Kiếm tiền triệu mỗi ngày, click https://shope.ee/1oeektis",3
"Thu mua sim số đẹp giá cao, liên hệ 0987197034",3
Link đăng ký sự kiện cho ai cần: https://shope.ee/oskxywiv,0
Link đăng ký sự kiện cho ai cần: https://shope.ee/c6flks3u,0
"Thu mua sim số đẹp giá cao, liên hệ 0919447029",3
"Check đơn giúp mình, sđt mình 0987024264",0
"Dịch vụ thám tử tư bảo mật, hotline 0913898661",3
"Tài khoản bị khóa, vào https://gg.gg/wf57mbcj để mở",3
"Game nổ hũ cực lớn, click https://tinyurl.com/bxq2m6cr nhận code",3
Mọi người xem menu quán ở đây nha: https://bit.ly/j10z83p9,0
"Bạn trúng thưởng 1 xe SH, xác thực tại https://shope.ee/6b80ju2b",3
"Kiếm tiền triệu mỗi ngày, click https://bit.ly/vd2hsy9f",3
"Hack vàng, hack kim cương cực uy tín tại https://bit.ly/bpzu7en6",3
Có gì cứ liên hệ tớ qua 0818944982 nha bạn,0
Có gì cứ liên hệ tớ qua 0348438025 nha bạn,0
Shop gọi lại số 0795585317 tư vấn tour nhé,0
Đây là link driver ảnh hôm qua nhé: https://t.me/g0rng9ve,0
"Dịch vụ thám tử tư bảo mật, hotline 0773997817",3
Link tài liệu học tập đây nhé mn: https://tinyurl.com/ubmo8t91,0
Nhận ngay 500k tiền thưởng tại https://t.me/wol242mg,3
"Cần tiền gọi ngay 0912834058, hỗ trợ nợ xấu",3
"Kiếm tiền triệu mỗi ngày, click https://bit.ly/eo83iaeb",3
"Web cá độ uy tín, nạp đầu tặng 100%, link https://t.me/8vppv9pb",3
"Hỗ trợ mình qua số 0813887942 với, app bị lỗi",0
"Bạn trúng thưởng 1 xe SH, xác thực tại https://t.me/0gxft7i4",3
"Bên mình cung cấp phôi bằng các loại, alo 0912828594",3
"Tuyển CTV online lương 10tr/tháng, ib zalo 0884597686",3
"Cần thuê phòng gấp, alo mình 0774653207",0
Link shopee mình mua cái này nè: https://gg.gg/wcnq17el,0
"Hỗ trợ mình qua số 0814526606 với, app bị lỗi",0
Có gì cứ liên hệ tớ qua 0336869521 nha bạn,0
Cho mình đặt phòng số 0343800812 nhé shop,0
"Web cá độ uy tín, nạp đầu tặng 100%, link https://t.me/nzp89r28",3
"Mình cần đặt lịch khám, sđt 0386108911",0
"Bán số lô số đề chuẩn 100%, add zalo 0332516624",3
Link đăng ký sự kiện cho ai cần: https://zalo.me/3pgcy2s8,0
Nhận làm chứng chỉ ngoại ngữ giá rẻ 0881539734,3
"Cần thuê phòng gấp, alo mình 0771080847",0
"Tài khoản bị khóa, vào https://t.me/nrmrbngt để mở",3
"Tài khoản bị khóa, vào https://bit.ly/cmga04eh để mở",3
"Việc nhẹ lương cao tại nhà, liên hệ ngay 0813050604",3
"Hỗ trợ mình qua số 0907095976 với, app bị lỗi",0
Link tài liệu học tập đây nhé mn: https://tinyurl.com/pij7eqdz,0
"Ai cần tư vấn cứ gọi 0356452622, mình rảnh lúc 5h",0
"Web cá độ uy tín, nạp đầu tặng 100%, link https://t.me/1mc2pfam",3
Đây là link driver ảnh hôm qua nhé: https://shope.ee/p1wm6lmo,0
Check inbox hoặc gọi mình 0334646415 để lấy hàng,0
Gọi mình số 0791044492 để lấy mã xác nhận đơn hàng,0
"Cơ hội làm giàu không khó, truy cập https://gg.gg/j8bwjk4q",3
"Vay vốn nhanh không thế chấp, alo 0887907035",3
"Gái gọi cao cấp, xem ảnh tại https://t.me/u4bn4ijg",3
Có gì cứ liên hệ tớ qua 0915220843 nha bạn,0
Shop gọi lại số 0387848718 tư vấn tour nhé,0
Gửi mình thông tin qua https://shope.ee/t4qmz2o5 nhé,0
"Cơ hội làm giàu không khó, truy cập https://bit.ly/st18afyn",3
"Web cá độ uy tín, nạp đầu tặng 100%, link https://t.me/l8dz5cz2",3
"Cần thuê phòng gấp, alo mình 0919456509",0
"Bán số lô số đề chuẩn 100%, add zalo 0983129208",3
"Tài khoản bị khóa, vào https://t.me/h89gdmvg để mở",3
Tư vấn cho mình qua zalo 0348993063 với ạ,0
Bạn ơi gọi mình số 0331371552 để chốt lịch nhé,0
Link đăng ký sự kiện cho ai cần: https://t.me/f1f3sg5k,0
"Vay vốn nhanh không thế chấp, alo 0885765450",3
"Bên mình cung cấp phôi bằng các loại, alo 0988005454",3
"Mình cần đặt lịch khám, sđt 0777899311",0
"Tuyển CTV online lương 10tr/tháng, ib zalo 0775927703",3
Gọi mình số 0902987134 để lấy mã xác nhận đơn hàng,0
Tư vấn cho mình qua zalo 0797925309 với ạ,0
"Thu mua sim số đẹp giá cao, liên hệ 0905773251",3
"Việc nhẹ lương cao tại nhà, liên hệ ngay 0351952190",3
"Ai cần tư vấn cứ gọi 0333397638, mình rảnh lúc 5h",0
"Vay vốn nhanh không thế chấp, alo 0984922492",3
Gửi mình thông tin qua https://bit.ly/zbphwy9h nhé,0
Nhận quà tri ân từ Shopee tại https://gg.gg/82ewz0pj,3
"Game nổ hũ cực lớn, click https://t.me/qfokwpu3 nhận code",3
"Số của mình là 0342512645, có gì alo nha",0
"Tài khoản bị khóa, vào https://t.me/o2frpezs để mở",3
"Shop ơi số mình 0388746199, ship cho mình nhé",0
"Bạn trúng thưởng 1 xe SH, xác thực tại https://zalo.me/1bkb9zpk",3
"Kiếm tiền triệu mỗi ngày, click https://shope.ee/wk60g74g",3
Tư vấn cho mình qua zalo 0883185528 với ạ,0
Tư vấn cho mình qua zalo 0351626752 với ạ,0
Link đăng ký sự kiện cho ai cần: https://zalo.me/bhyypjw4,0
Link shopee mình mua cái này nè: https://shope.ee/i7cwg8jc,0
"Hack vàng, hack kim cương cực uy tín tại https://gg.gg/wnyat1ym",3
Nhận ngay 500k tiền thưởng tại https://bit.ly/x34vdbbm,3
Check inbox hoặc gọi mình 0352504915 để lấy hàng,0
Nhận quà tri ân từ Shopee tại https://bit.ly/1b5kujem,3
"Dịch vụ thám tử tư bảo mật, hotline 0359424056",3
"Kiếm tiền triệu mỗi ngày, click https://tinyurl.com/uj651iyf",3
Đây là link driver ảnh hôm qua nhé: https://t.me/7okg4f76,0
"Hack vàng, hack kim cương cực uy tín tại https://gg.gg/5isqm7zf",3
Gọi mình số 0989085106 để lấy mã xác nhận đơn hàng,0
Link tài liệu học tập đây nhé mn: https://zalo.me/m40ib0eh,0
"Check đơn giúp mình, sđt mình 0885182860",0
Shop gọi lại số 0384111832 tư vấn tour nhé,0
"Kiếm tiền triệu mỗi ngày, click https://t.me/zibh64ar",3
Link tài liệu học tập đây nhé mn: https://tinyurl.com/yv3nszdp,0
"Việc nhẹ lương cao tại nhà, liên hệ ngay 0341465604",3
Cho mình đặt phòng số 0881285752 nhé shop,0
Check inbox hoặc gọi mình 0887443248 để lấy hàng,0
Tư vấn cho mình qua zalo 0381201944 với ạ,0
